Id,RecResult,Confidence
2149,which bus goes there,1.0 1.0 1.0 1.0
2150,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
2151,i am good thanks,0.54 0.53 1.0 0.48
2152,i'm good,0.99 1.0
2153,i would like some boots,1.0 1.0 1.0 1.0 1.0
2154,i would like red boots,1.0 1.0 1.0 1.0 1.0
2155,forty,0.99
2156,i would like a t-shirt,1.0 1.0 1.0 1.0 0.92
2157,i would like a yellow tee shirt,1.0 1.0 1.0 1.0 1.0 0.92 0.92
2158,small,1.0
2159,this is too loose,1.0 1.0 1.0 1.0
2160,i do not want this t-shirt,1.0 1.0 1.0 1.0 1.0 0.82
2161,no i do not want it,1.0 1.0 1.0 1.0 1.0 0.67
2162,a room for one week,1.0 1.0 1.0 1.0 1.0
2163,i would like a twin room please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2164,i would like a twin room please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2165,a twin room please,0.98 1.0 1.0 1.0
2166,i would like pay with visa,1.0 1.0 1.0 1.0 1.0 1.0
2167,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
2168,is there a hairdresser,1.0 1.0 1.0 1.0
2169,where is the hairdresser,1.0 1.0 1.0 1.0
2170,three tickets to london please,1.0 1.0 1.0 1.0 1.0
2171,i would like leave on wednesday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2172,my name is patrick,1.0 1.0 1.0 1.0
2173,i'm from scotland i'm from scotland,0.93 1.0 0.87 0.87 1.0 1.0
2174,my name is paul,1.0 1.0 1.0 1.0
2175,i'm from england,0.63 1.0 1.0
2176,my name is paolo,1.0 1.0 1.0 0.99
2177,i am from portugal,1.0 1.0 1.0 1.0
2178,the capital of portugal is lisbon,0.98 1.0 1.0 1.0 0.99 0.99
2179,i have three younger brothers,1.0 1.0 1.0 1.0 1.0
2180,i'm going on holidays,0.97 1.0 1.0 0.99
2181,this is my passport,1.0 1.0 1.0 1.0
2182,yes it is my passport,1.0 0.97 0.99 1.0 1.0
2183,a ticket to green park,0.9 1.0 1.0 1.0 1.0
2184,i would like a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2185,can i pay with post card,1.0 1.0 1.0 1.0 0.95 0.95
2186,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
2187,i would like to go on the morning afternoon,1.0 1.0 1.0 0.68 1.0 1.0 0.8 0.25 1.0
2188,i would like three tickets for starlight express,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
2189,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.54 0.53
2190,i would like tickets for madame tussauds,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2191,i would like two tickets,1.0 1.0 1.0 0.92 0.96
2192,i would like a tea,1.0 1.0 1.0 1.0 0.99
2193,i would like the sunday roast,1.0 1.0 1.0 0.62 1.0 1.0
2194,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2195,i would like some garlic bread,1.0 1.0 1.0 1.0 0.98 0.98
2196,this is not what i ordered,0.99 1.0 1.0 1.0 1.0 1.0
2197,the dessert menu please,1.0 1.0 1.0 1.0
2198,i would like the custard tart,1.0 1.0 1.0 1.0 1.0 1.0
2199,i would like the check,1.0 1.0 1.0 1.0 1.0
2200,can i pay with post card,1.0 1.0 1.0 1.0 0.95 0.95
2201,where is the tate modern,0.99 0.99 0.99 0.99 0.99
2202,where is the piccadilly circus,1.0 1.0 1.0 1.0 1.0
2203,could you give me directions to piccadilly circus,0.97 0.97 0.97 0.97 0.97 0.98 1.0 1.0
2204,which bus goes there,0.99 0.99 0.99 0.99
2205,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
2206,i'm good,0.87 1.0
2207,i'm looking for sandals i'm looking for sandals,0.64 1.0 1.0 1.0 0.91 1.0 1.0 1.0
2208,i would like white sandals,1.0 1.0 1.0 1.0 1.0
2209,forty-four,0.56
2210,i would like a sweatshirt,1.0 1.0 1.0 0.97 1.0
2211,i would like green sweatshirt,1.0 1.0 1.0 1.0 0.99
2212,i am john,1.0 1.0 0.53
2214,this is too loose,1.0 1.0 1.0 1.0
2215,i don't want this sweatshirt,1.0 0.69 0.8 0.64 1.0
2216,i do not want it,1.0 1.0 1.0 1.0 0.99
2217,no i do not want this,1.0 1.0 1.0 1.0 1.0 0.54
2218,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
2219,a room for one week,1.0 1.0 1.0 1.0 1.0
2220,double room,1.0 1.0
2221,i would like pay with visa,1.0 1.0 1.0 1.0 1.0 1.0
2222,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
2223,where is the swimming pool,0.99 0.99 0.99 1.0 1.0
2224,you can't use help at the silver level,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2225,can i see is dirty,0.87 0.62 0.47 0.96 0.61
2226,this is dirty,0.91 0.99 0.99
2227,i want the room isn't a hairdryer,0.98 0.97 0.33 1.0 1.0 1.0 1.0
2228,in the room isn't a hairdryer,0.47 0.76 1.0 1.0 1.0 1.0
2229,i want the desert card rare,0.96 0.95 0.54 0.35 0.53 0.53
2230,five tickets to london please,1.0 1.0 1.0 1.0 1.0
2231,i would like a room for the morning leave,1.0 1.0 1.0 0.84 0.75 0.75 0.39 1.0 0.62
2232,can i pay on thursday morning leave,1.0 1.0 1.0 1.0 0.99 1.0 0.83
2233,i would like to leave on thursday morning,1.0 1.0 1.0 1.0 1.0 1.0 0.51 1.0
2234,my name is patrick,1.0 1.0 1.0 1.0
2235,i'm from austria,0.65 1.0 0.98
2236,my name is nick,1.0 1.0 1.0 1.0
2237,i'm from ireland,0.57 1.0 0.99
2238,my name is andrew,1.0 1.0 1.0 0.58
2239,i'm from germany,0.82 1.0 1.0
2240,germany isn't in africa,1.0 0.85 1.0 1.0
2241,germany is in europe,1.0 1.0 1.0 1.0
2242,the capital of germany is berlin,1.0 1.0 1.0 0.99 1.0 1.0
2243,i have two brothers,1.0 1.0 1.0 1.0
2244,i go to the holidays,1.0 1.0 0.68 0.99 0.98
2245,i'm going on holidays,0.84 1.0 1.0 1.0
2246,this is my passport,1.0 1.0 1.0 1.0
2247,yes it is my passport,1.0 1.0 1.0 1.0 1.0
2248,my name is mona,1.0 1.0 1.0 0.99
2249,i am from portugal,0.83 0.83 1.0 1.0
2250,portugal is not in africa,1.0 1.0 1.0 1.0 1.0
2251,capital is in europe,0.92 1.0 1.0 1.0
2252,the capital of portugal is lisbon,1.0 1.0 1.0 1.0 1.0 0.99
2253,i have two older sisters,1.0 1.0 1.0 1.0 1.0
2254,i am going in the holidays,0.52 0.52 1.0 0.98 0.98 1.0
2255,yes it's my passport,1.0 0.96 1.0 1.0
2256,a ticket to notting hill,1.0 1.0 1.0 1.0 1.0
2257,can i have a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 1.0 0.97 1.0
2258,can i pay with visa,1.0 1.0 1.0 1.0 1.0
2259,can i pay with pounds,1.0 1.0 1.0 1.0 0.93
2260,i have a great note,1.0 1.0 0.98 0.81 0.76
2262,i have only large suites,1.0 1.0 1.0 0.97 0.84
2263,where is the monday afternoon,1.0 1.0 1.0 0.97 0.75
2264,where is the atm,1.0 1.0 0.92 0.92
2265,can i have two musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
2266,i would like leave on thursday evening row,1.0 1.0 0.98 0.48 1.0 0.52 1.0 0.78
2267,i would like two tickets for mamma mia,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2268,i would like tickets for this musical,1.0 1.0 1.0 0.99 1.0 1.0 1.0
2269,i would like a room for ticket,1.0 1.0 1.0 0.97 0.98 0.68 0.24
2270,i want to sit in the middle,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2271,i would like tickets for the natural history museum,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0
2272,four tickets for tickets,1.0 1.0 0.96 1.0
2273,i would like four tickets,1.0 1.0 1.0 1.0 1.0
2274,i would like a water without gas,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2275,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
2276,i would like the steak,1.0 1.0 1.0 0.83 1.0
2277,i would like my steak rare,1.0 1.0 1.0 1.0 1.0 1.0
2278,i would like the soup of the day,1.0 1.0 1.0 1.0 1.0 1.0 0.95 0.62
2279,the dessert menu please,1.0 1.0 1.0 1.0
2280,i would like the chocolate nights,1.0 1.0 1.0 0.97 1.0 0.78
2281,i would like the check i i would like the check,1.0 1.0 1.0 0.53 0.52 1.0 1.0 1.0 1.0 1.0 1.0
2282,i would like the check,1.0 1.0 1.0 1.0 1.0
2283,can i pay with mastercard,1.0 1.0 1.0 1.0 0.93
2284,where is the science museum,1.0 1.0 1.0 1.0 1.0
2286,where is the madame tussauds,1.0 1.0 0.96 1.0 1.0
2287,which bus goes there,1.0 1.0 1.0 1.0
2288,the tower is near tower bridge the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2289,i am good,1.0 1.0 1.0
2290,i would like boots,1.0 1.0 1.0 0.98
2291,i would like boots,1.0 1.0 1.0 0.92
2292,i would like white boots,1.0 1.0 1.0 1.0 1.0
2293,forty,0.97
2294,forty-one,0.71
2295,forty,0.98
2296,i would like jeans,1.0 1.0 1.0 1.0
2297,i would like a red jeans,1.0 1.0 1.0 0.88 1.0 1.0
2298,small,1.0
2299,this is too large,0.97 1.0 1.0 1.0
2300,it's too small,0.89 1.0 1.0
2301,this is too tight,1.0 1.0 1.0 1.0
2302,i do not want these jeans,1.0 1.0 1.0 1.0 0.97 1.0
2303,i do not want this,1.0 1.0 1.0 1.0 1.0
2304,i do not want this,1.0 1.0 1.0 1.0 1.0
2305,i do not have a reservation,1.0 0.97 1.0 1.0 1.0 1.0
2306,a room for four nights,1.0 1.0 1.0 1.0 1.0
2307,room for four nights,1.0 1.0 1.0 1.0
2308,a suite,0.98 1.0
2309,can i pay with mastercard,1.0 1.0 1.0 1.0 0.95
2310,is there a food store,1.0 1.0 1.0 0.97 0.99
2311,is there a food store,1.0 1.0 0.64 1.0 1.0
2312,where is the food store,0.91 0.99 0.96 0.98 0.98
2313,i would like three tickets to london,1.0 1.0 1.0 0.88 1.0 1.0 1.0
2315,my name is janet,1.0 1.0 1.0 0.97
2316,i'm from switzerland,0.91 1.0 1.0
2317,my name is john,1.0 1.0 1.0 1.0
2318,i'm from australia,0.65 1.0 0.99
2319,i am from spain,1.0 1.0 1.0 1.0
2320,the capital of spain is madrid,0.78 1.0 1.0 1.0 1.0 1.0
2321,i have four older brothers,1.0 1.0 1.0 1.0 1.0
2322,i have four older brothers,1.0 1.0 1.0 1.0 1.0
2323,i'm going on holidays,0.92 1.0 0.96 1.0
2324,yes it is my passport,1.0 0.99 1.0 1.0 1.0
2326,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
2327,can i pay with euros,1.0 1.0 1.0 1.0 0.95
2328,i have smaller notes,1.0 1.0 0.94 0.99
2329,i want one musical ticket,1.0 0.75 0.99 1.0 1.0
2330,i want a ticket for sunday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2331,i would like a ticket for billy elliot,1.0 1.0 1.0 0.7 0.7 1.0 1.0 1.0
2332,i would like to sit in the sixth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2333,i would like tickets for the british museum,1.0 1.0 1.0 0.94 1.0 1.0 1.0 1.0
2334,one ticket please,0.61 0.68 1.0
2335,i would like one ticket,1.0 1.0 1.0 1.0 1.0
2336,i want a tea,1.0 1.0 1.0 0.68
2337,i would like the steak,1.0 1.0 1.0 0.98 0.99
2338,i would like my steak leave steak brothers,1.0 1.0 1.0 1.0 0.99 0.81 0.36 0.41
2339,i would like my steak medium,1.0 1.0 1.0 1.0 1.0 1.0
2340,i would like my steak well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2341,i would like the soup of the day,1.0 1.0 1.0 0.99 0.99 0.99 1.0 0.99
2342,this is not want i have older,0.93 0.95 1.0 1.0 1.0 0.95 0.66
2343,the dessert menu,1.0 0.99 1.0
2344,the dessert menu,1.0 0.99 1.0
2345,the dessert menu,1.0 0.99 1.0
2346,where is the british museum,1.0 1.0 1.0 1.0 1.0
2347,where is piccadilly circus,1.0 1.0 1.0 1.0
2348,which bus goes there,1.0 1.0 1.0 1.0
2349,big ben is near the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.64
2350,i want to go,1.0 1.0 1.0 1.0
2351,i want to go,1.0 1.0 1.0 1.0
2352,i am good,1.0 1.0 1.0
2353,i would like sandals,1.0 1.0 1.0 1.0
2354,i would like red sandals,1.0 1.0 1.0 1.0 1.0
2355,thirty six,1.0 1.0
2356,i would like a t-shirt,1.0 1.0 1.0 1.0 0.91
2357,i would like a brown t-shirt,1.0 1.0 1.0 0.66 0.99 0.88
2358,small,0.66
2361,this is too tight,1.0 1.0 1.0 0.9
2362,i do not want this t-shirt,1.0 1.0 1.0 1.0 1.0 0.67
2363,i do not want this t-shirt,1.0 0.94 0.94 1.0 1.0 0.73
2364,i do not want this t-shirt,1.0 1.0 1.0 1.0 1.0 0.78
2365,i want not want this tee shirt,1.0 0.95 1.0 1.0 1.0 0.61 0.61
2366,a room for five nights,1.0 1.0 1.0 1.0 1.0
2367,a suite,0.53 0.97
2368,i would like a suite,1.0 1.0 1.0 1.0 1.0
2369,can i pay with mastercard,1.0 1.0 1.0 1.0 0.98
2370,can i pay with euros,1.0 1.0 1.0 1.0 0.9
2371,i would like to pay with euro,1.0 1.0 1.0 0.87 1.0 1.0 0.55
2372,is there a fitness studio,1.0 1.0 1.0 1.0 1.0
2373,where is the fitness studio where is the fitness studio,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2374,where is the fitness studio,1.0 1.0 1.0 1.0 1.0
2375,where is the fitness studio,1.0 1.0 1.0 1.0 1.0
2376,i would like a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2377,i would like to leave on,1.0 1.0 1.0 1.0 1.0 0.99
2378,i would like to leave on nine p m morning,1.0 1.0 1.0 1.0 1.0 1.0 0.57 0.57 0.57 1.0
2379,how much does it cost,1.0 1.0 1.0 1.0 1.0
2380,ticket ticket ticket,0.41 0.99 0.95
2381,i would like a cheaper ticket,1.0 1.0 1.0 1.0 0.97 1.0
2382,my name is erica,1.0 1.0 1.0 1.0
2383,i am from australia,1.0 1.0 1.0 0.91
2384,my name is andy,1.0 1.0 1.0 0.99
2385,i am from australia,1.0 1.0 1.0 1.0
2386,i would like a ticket to trafalgar card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.92
2387,can i pay with post card,1.0 1.0 1.0 1.0 0.95 0.95
2388,i would like to pay with euro,1.0 1.0 1.0 1.0 1.0 1.0 0.64
2389,can i pay with euros,1.0 1.0 1.0 1.0 0.77
2390,i have smaller notes,1.0 1.0 0.99 1.0
2391,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
2392,i would like to go tomorrow,1.0 1.0 1.0 1.0 1.0 1.0
2393,three tickets for starlight express,1.0 1.0 1.0 1.0 1.0
2394,i would like three tickets for starlight express,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2395,i would i would like tickets for this musical,0.98 0.97 1.0 1.0 1.0 0.99 1.0 1.0 1.0
2396,i would like to sit in the middle row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2397,i would like tickets for the london eye,1.0 1.0 1.0 1.0 1.0 0.83 1.0 1.0
2398,i would like three four tickets,1.0 1.0 1.0 0.93 0.66 0.99
2399,i would like four tickets,1.0 1.0 1.0 0.8 0.96
2400,four tickets,1.0 1.0
2401,i would like a coke,1.0 1.0 1.0 0.89 0.9
2402,i would like the sunday roast,1.0 1.0 1.0 0.96 1.0 1.0
2403,i would like my sunday roast medium i would like my sunday roast,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2405,i would like pay,1.0 1.0 1.0 0.74
2406,i would like the dessert menu,1.0 1.0 1.0 1.0 0.95 1.0
2407,i would like a please,1.0 1.0 1.0 0.98 0.35
2408,i would like the check,1.0 1.0 1.0 0.91 0.91
2409,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.94
2410,where is the tate modern,1.0 1.0 1.0 1.0 1.0
2411,where is the piccadilly circus,1.0 1.0 0.78 1.0 1.0
2412,which bus goes there,1.0 1.0 1.0 1.0
2413,this is near bank of england this is near the bank of england,1.0 1.0 1.0 1.0 1.0 1.0 0.97 1.0 1.0 0.98 1.0 1.0 1.0
2414,i am good,1.0 1.0 1.0
2415,i would like boots,1.0 1.0 1.0 1.0
2416,i would like red boots,1.0 1.0 1.0 1.0 1.0
2417,forty three,0.72 1.0
2418,i would like jeans,1.0 1.0 1.0 1.0
2419,i would like white jeans,1.0 1.0 1.0 1.0 1.0
2420,large,1.0
2421,how much cost this jeans,1.0 1.0 0.97 1.0 1.0
2422,this is too expensive,1.0 1.0 1.0 1.0
2423,i am good,1.0 1.0 1.0
2424,i would like sandals,1.0 1.0 1.0 1.0
2425,i would like red sandals,1.0 1.0 1.0 1.0 1.0
2426,thirty seven,0.79 0.79
2427,i would like a shirt,1.0 1.0 1.0 0.63 0.99
2428,i would like a red shirt,1.0 1.0 1.0 0.99 1.0 0.99
2429,small,0.7
2430,large,1.0
2431,how much cost this shirt,1.0 1.0 0.93 1.0 0.89
2432,this is too expensive,1.0 1.0 1.0 1.0
2433,my name is thomas,1.0 1.0 1.0 0.96
2434,i am from portugal,1.0 1.0 1.0 1.0
2435,the capital of portugal is lisbon,1.0 1.0 1.0 1.0 1.0 1.0
2437,i have four brothers,1.0 1.0 1.0 1.0
2438,i'm going in the holidays,0.94 0.98 0.95 0.92 1.0
2439,yes it is my passport,1.0 1.0 1.0 1.0 1.0
2440,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
2441,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2442,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
2443,can i pay with visa,1.0 1.0 1.0 1.0 1.0
2444,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
2445,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
2446,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
2447,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
2448,i would like a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2449,i want to leave on thursday morning,1.0 1.0 1.0 1.0 1.0 0.83 1.0
2450,my name is barbara my name is barbara,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2451,i am from scotland,1.0 1.0 1.0 1.0
2452,my name is thomas,1.0 1.0 1.0 1.0
2453,i am from austria,1.0 1.0 1.0 0.97
2454,the capital of austria is berlin,1.0 1.0 1.0 1.0 0.98 0.32
2455,i have four sisters,1.0 1.0 1.0 1.0
2456,i'm going on holidays,0.77 1.0 1.0 1.0
2457,yes it is my passport,1.0 1.0 1.0 1.0 1.0
2458,i would like a ticket to trafalgar card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.6
2459,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2460,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
2461,i would like three tickets for monday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2462,i would like three tickets for billy elliot,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2463,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.93 1.0
2464,i would like tickets for the science museum,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
2465,four tickets please,0.95 1.0 1.0
2466,i would like five tickets please,1.0 1.0 1.0 0.53 1.0 1.0
2467,i would like four tickets please,1.0 1.0 1.0 0.97 1.0 1.0
2468,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
2469,i would like a carbonated water without,1.0 1.0 1.0 0.98 1.0 1.0 0.99
2470,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
2471,i would like the sunday roast,1.0 1.0 1.0 0.83 1.0 1.0
2472,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2473,i would like some garlic bread,1.0 1.0 1.0 1.0 1.0 1.0
2474,i would like the dessert menu,1.0 1.0 1.0 1.0 0.95 1.0
2475,i would like a coffee,1.0 1.0 1.0 0.91 0.49
2476,i would like the bill please,1.0 1.0 1.0 0.51 0.38 0.58
2477,i would like a suite,1.0 1.0 1.0 0.59 0.34
2478,i would like the check,1.0 1.0 1.0 1.0 1.0
2479,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.99
2480,i want a still water,1.0 1.0 1.0 1.0 1.0
2481,i would like a hamburger,1.0 1.0 1.0 1.0 1.0
2482,i would like my hamburger medium,1.0 1.0 1.0 1.0 1.0 1.0
2483,i would like some garlic bread,1.0 1.0 1.0 1.0 1.0 1.0
2484,i would like some garlic bread,1.0 1.0 1.0 1.0 1.0 1.0
2485,i would like the dessert menu,1.0 1.0 1.0 1.0 0.95 1.0
2486,i would like the carrot coke,1.0 1.0 1.0 1.0 0.87 0.69
2487,i would like the check,1.0 1.0 1.0 1.0 1.0
2488,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.95 0.95
2489,where is the science museum,1.0 1.0 1.0 1.0 1.0
2490,where is the piccadilly circus,1.0 1.0 1.0 1.0 1.0
2491,which bus goes there,1.0 1.0 1.0 1.0
2492,marble arch is opposite hyde park,1.0 1.0 1.0 1.0 1.0 1.0
2493,i am good,1.0 1.0 1.0
2494,i would like sandals,1.0 1.0 1.0 1.0
2495,i would like blue sandals,1.0 1.0 1.0 0.98 1.0
2496,forty two,0.67 0.67
2497,i would like a shirt,1.0 1.0 1.0 0.75 0.87
2498,i would like a red shirt,1.0 1.0 1.0 1.0 1.0 0.89
2499,thirty,0.71
2500,small,1.0
2501,how much is it,1.0 1.0 0.99 1.0
2502,this is too expensive,1.0 1.0 1.0 1.0
2503,i do not have a reservation i i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 0.87 1.0 0.99 1.0 1.0 1.0 1.0
2504,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2505,i would like a single room,1.0 1.0 1.0 1.0 1.0 1.0
2506,can i pay with mastercard,1.0 1.0 1.0 1.0 0.97
2507,is there a lift,1.0 1.0 1.0 0.99
2508,where is the elevator,0.93 0.93 0.93 0.46
2509,the bathroom is dirty,0.83 0.73 1.0 1.0
2510,where is the hairdryer,1.0 1.0 1.0 0.72
2511,where is the hairdryer,1.0 1.0 1.0 1.0
2512,where is the hairdryer,1.0 1.0 0.99 1.0
2513,four tickets to london,0.98 1.0 1.0 1.0
2514,i would like to leave on nine for morning,1.0 1.0 1.0 1.0 1.0 1.0 0.95 0.67 1.0
2515,my name is james,1.0 1.0 1.0 1.0
2516,i am from portugal,1.0 1.0 1.0 1.0
2517,my name is nick,1.0 1.0 1.0 1.0
2518,i am from germany,1.0 1.0 1.0 1.0
2519,germany is not in africa,1.0 1.0 1.0 1.0 1.0
2520,germany is in europe,1.0 1.0 1.0 1.0
2521,the capital of germany is berlin,0.91 1.0 1.0 1.0 1.0 1.0
2522,i have three sisters,1.0 1.0 1.0 1.0
2523,i have three sisters,1.0 1.0 1.0 1.0
2524,i'm going in the holidays,0.99 1.0 0.98 0.97 1.0
2525,yes it is my passport,1.0 0.98 0.98 1.0 1.0
2526,a ticket to trafalgar post card,1.0 1.0 1.0 0.99 0.56 0.74
2527,i would like a ticket to trafalgar store,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2528,i would like pay with mastercard,1.0 1.0 1.0 1.0 0.99 0.95
2529,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
2530,i would like three tickets for sunday evening,1.0 1.0 1.0 0.95 1.0 1.0 1.0 1.0
2531,i would like three tickets for saturday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2532,i would like three tickets for mamma mia,1.0 1.0 1.0 0.94 1.0 1.0 1.0 1.0
2533,i want to sit back,1.0 1.0 1.0 1.0 1.0
2534,i would like tickets for the british museum,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2535,i would like four tickets,1.0 1.0 1.0 1.0 1.0
2536,i want a water with post card,1.0 1.0 0.99 1.0 0.98 0.86 0.86
2537,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
2538,i would like a hamburger,1.0 1.0 1.0 1.0 1.0
2539,i would like my hamburger rare,1.0 1.0 1.0 1.0 1.0 0.91
2540,i would like the soup of the day,1.0 1.0 1.0 1.0 1.0 1.0 0.98 0.96
2541,i would like the dessert menu,1.0 1.0 1.0 1.0 0.95 1.0
2542,i would like the custard tart,1.0 1.0 1.0 0.94 0.85 0.76
2543,i would like the check,1.0 1.0 1.0 0.83 0.82
2544,i would like to pay with mastercard,1.0 1.0 1.0 0.99 1.0 1.0 0.99
2545,where is the zoo,1.0 1.0 1.0 1.0
2546,where is the piccadilly circus,1.0 1.0 1.0 1.0 1.0
2547,which bus goes there,1.0 1.0 1.0 1.0
2548,marble arch is goes there,0.9 0.9 1.0 0.57 0.9
2549,marble arch is older hyde park,1.0 1.0 0.98 0.52 1.0 1.0
2550,i am good,1.0 1.0 1.0
2551,i would like sandals,1.0 1.0 1.0 1.0
2552,i would like blue sandals,1.0 1.0 1.0 1.0 1.0
2553,forty two,0.88 0.88
2554,i would like jeans,1.0 1.0 1.0 1.0
2555,i would like white jeans,1.0 1.0 1.0 1.0 1.0
2556,small,1.0
2557,this is too large,1.0 1.0 1.0 0.97
2558,this is too tight,1.0 1.0 1.0 1.0
2559,i do not want these jeans,1.0 1.0 1.0 1.0 0.96 1.0
2560,i do not want this,1.0 1.0 1.0 1.0 1.0
2561,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
2562,a room for five nights,1.0 1.0 1.0 1.0 1.0
2563,a room for five nights,1.0 1.0 1.0 1.0 1.0
2564,twin room,0.93 1.0
2565,twin room,1.0 1.0
2566,can i pay with mastercard,1.0 1.0 1.0 1.0 0.98
2567,i would like to pay with euros,1.0 1.0 1.0 1.0 1.0 1.0 0.78
2568,can i pay with euros,1.0 1.0 1.0 1.0 0.68
2569,is there an elevator,1.0 1.0 0.91 0.94
2570,where is the elevator,1.0 1.0 1.0 1.0
2571,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
2572,a room for three nights,1.0 1.0 1.0 1.0 1.0
2573,junior suite,1.0 1.0
2574,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
2575,is there a fitness studio,1.0 1.0 1.0 1.0 1.0
2576,four tickets to london,0.99 1.0 1.0 1.0
2577,i would like four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
2578,i would like to leave on friday morning,1.0 1.0 1.0 1.0 1.0 0.96 1.0 1.0
2579,my,1.0
2580,my name is james,1.0 1.0 1.0 1.0
2581,i am from scotland,1.0 1.0 1.0 1.0
2582,my name is patrick,1.0 1.0 1.0 1.0
2583,i am from austria,1.0 1.0 1.0 0.99
2584,capital of austria is museum,1.0 1.0 1.0 1.0 0.39
2585,i have one older brothers,1.0 1.0 0.95 1.0 0.97
2586,i'm going in the holidays,0.99 1.0 0.97 0.95 1.0
2587,yes it is my passport,1.0 1.0 1.0 1.0 1.0
2588,i would like a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
